"Class Name - Allocated Objects","Bytes Allocated","Bytes Allocated","Objects Allocated"
"java.security.MessageDigest","0.00%","0","0"
"java.util.logging.LogRecord","0.00%","0","0"
"java.text.Format$Field","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11$SunPKCS11Rep","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11$3","0.00%","0","0"
"javax.security.auth.login.FailedLoginException","0.00%","0","0"
"javax.security.auth.callback.Callback[]","0.00%","0","0"
"javax.security.auth.callback.PasswordCallback","0.00%","0","0"
"javax.security.auth.login.LoginException","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11$2","0.00%","0","0"
"sun.security.pkcs11.Token","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11$1","0.00%","0","0"
"apple.awt.OSXSurfaceData","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11$Descriptor","0.00%","0","0"
"apple.awt.CompositeCRenderer","0.00%","0","0"
"apple.awt.CTextPipe","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11","0.00%","0","0"
"sun.nio.ch.Util$3","0.00%","0","0"
"sun.awt.image.BufImgSurfaceData","0.00%","0","0"
"java.lang.Class$3","0.00%","0","0"
"sun.reflect.ReflectionFactory$GetReflectionFactoryAction","0.00%","0","0"
"sun.java2d.InvalidPipeException","0.00%","0","0"
"java.lang.Class$MethodArray","0.00%","0","0"
"java.lang.Class$2","0.00%","0","0"
"java.lang.Class$EnclosingMethodInfo","0.00%","0","0"
"java.lang.IllegalAccessException","0.00%","0","0"
"java.lang.Class","0.00%","0","0"
"java.lang.Math","0.00%","0","0"
"sun.security.provider.NativePRNG$1","0.00%","0","0"
"sun.jkernel.DownloadManager$8","0.00%","0","0"
"sun.jkernel.DownloadManager$7","0.00%","0","0"
"sun.jkernel.DownloadManager$6","0.00%","0","0"
"sun.jkernel.KernelError","0.00%","0","0"
"sun.jkernel.DownloadManager$5","0.00%","0","0"
"sun.jkernel.DownloadManager$4","0.00%","0","0"
"java.io.FileReader","0.00%","0","0"
"sun.jkernel.DownloadManager$3","0.00%","0","0"
"java.util.jar.JarFile","0.00%","0","0"
"sun.jkernel.DownloadManager","0.00%","0","0"
"java.security.CodeSigner","0.00%","0","0"
"java.net.InetAddressContainer","0.00%","0","0"
"java.awt.image.ComponentSampleModel","0.00%","0","0"
"java.net.PlainSocketImpl","0.00%","0","0"
"java.awt.geom.Ellipse2D$Float","0.00%","0","0"
"java.awt.geom.Arc2D$Float","0.00%","0","0"
"sun.java2d.pipe.GlyphListPipe","0.00%","0","0"
"sun.java2d.pipe.GlyphListLoopPipe","0.00%","0","0"
"java.awt.geom.Line2D$Float","0.00%","0","0"
"sun.java2d.pipe.SpanClipRenderer$SCRcontext","0.00%","0","0"
"java.util.jar.JavaUtilJarAccessImpl","0.00%","0","0"
"sun.java2d.pipe.SpanShapeRenderer","0.00%","0","0"
"sun.java2d.pipe.GeneralCompositePipe$TileContext","0.00%","0","0"
"sun.nio.cs.ISO_8859_1","0.00%","0","0"
"javax.management.NotCompliantMBeanException","0.00%","0","0"
"apple.awt.CRenderer$Tracer","0.00%","0","0"
"java.awt.BasicStroke$FillAdapter","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanSupport","0.00%","0","0"
"java.io.ObjectStreamClass$Caches","0.00%","0","0"
"sun.awt.image.BufImgSurfaceData$ICMColorData","0.00%","0","0"
"sun.util.calendar.CalendarSystem","0.00%","0","0"
"java.nio.IntBuffer","0.00%","0","0"
"java.nio.HeapIntBuffer","0.00%","0","0"
"java.nio.DirectIntBufferRU","0.00%","0","0"
"java.nio.FloatBuffer","0.00%","0","0"
"java.nio.HeapFloatBuffer","0.00%","0","0"
"java.nio.DirectFloatBufferRU","0.00%","0","0"
"java.nio.LongBuffer","0.00%","0","0"
"java.nio.HeapLongBuffer","0.00%","0","0"
"java.nio.DirectLongBufferRU","0.00%","0","0"
"sun.security.provider.DSAPublicKeyImpl","0.00%","0","0"
"sun.java2d.loops.GraphicsPrimitive","0.00%","0","0"
"sun.java2d.loops.GraphicsPrimitive$1","0.00%","0","0"
"sun.java2d.loops.DrawLine","0.00%","0","0"
"sun.java2d.loops.DrawLine$TraceDrawLine","0.00%","0","0"
"sun.java2d.loops.GraphicsPrimitiveMgr","0.00%","0","0"
"sun.misc.PathPermissions","0.00%","0","0"
"sun.misc.Launcher$AppClassLoader$1","0.00%","0","0"
"sun.misc.Launcher$AppClassLoader","0.00%","0","0"
"sun.misc.Launcher$2","0.00%","0","0"
"java.net.URL[]","0.00%","0","0"
"sun.java2d.loops.Blit$GeneralXorBlit","0.00%","0","0"
"java.security.AllPermission","0.00%","0","0"
"sun.java2d.loops.Blit$TraceBlit","0.00%","0","0"
"java.lang.SecurityManager","0.00%","0","0"
"sun.java2d.loops.BlitBg$General","0.00%","0","0"
"sun.java2d.loops.BlitBg$TraceBlitBg","0.00%","0","0"
"sun.misc.Launcher","0.00%","0","0"
"sun.java2d.loops.ScaledBlit$TraceScaledBlit","0.00%","0","0"
"java.lang.Number","0.00%","0","0"
"sun.java2d.loops.FillRect$General","0.00%","0","0"
"sun.java2d.loops.FillRect$TraceFillRect","0.00%","0","0"
"sun.java2d.loops.FillSpans","0.00%","0","0"
"sun.java2d.loops.FillSpans$TraceFillSpans","0.00%","0","0"
"sun.java2d.loops.FillParallelogram","0.00%","0","0"
"sun.java2d.loops.FillParallelogram$TraceFillParallelogram","0.00%","0","0"
"sun.java2d.loops.DrawParallelogram","0.00%","0","0"
"sun.java2d.loops.DrawParallelogram$TraceDrawParallelogram","0.00%","0","0"
"sun.java2d.loops.DrawRect","0.00%","0","0"
"sun.java2d.loops.DrawRect$TraceDrawRect","0.00%","0","0"
"sun.java2d.loops.DrawPolygons","0.00%","0","0"
"sun.java2d.loops.DrawPolygons$TraceDrawPolygons","0.00%","0","0"
"sun.java2d.loops.DrawPath","0.00%","0","0"
"sun.java2d.loops.DrawPath$TraceDrawPath","0.00%","0","0"
"sun.java2d.loops.FillPath","0.00%","0","0"
"sun.java2d.loops.FillPath$TraceFillPath","0.00%","0","0"
"java.security.cert.X509Certificate","0.00%","0","0"
"java.util.AbstractSet","0.00%","0","0"
"sun.java2d.loops.MaskBlit$TraceMaskBlit","0.00%","0","0"
"java.net.JarURLConnection","0.00%","0","0"
"sun.java2d.loops.MaskFill$General","0.00%","0","0"
"sun.java2d.loops.MaskFill$TraceMaskFill","0.00%","0","0"
"java.util.Hashtable$EmptyEnumerator","0.00%","0","0"
"sun.java2d.loops.DrawGlyphList$General","0.00%","0","0"
"sun.java2d.loops.DrawGlyphList$TraceDrawGlyphList","0.00%","0","0"
"sun.security.pkcs.ParsingException","0.00%","0","0"
"sun.java2d.loops.DrawGlyphListAA$General","0.00%","0","0"
"sun.java2d.loops.DrawGlyphListAA$TraceDrawGlyphListAA","0.00%","0","0"
"sun.security.pkcs.PKCS9Attributes","0.00%","0","0"
"sun.java2d.loops.DrawGlyphListLCD$TraceDrawGlyphListLCD","0.00%","0","0"
"sun.java2d.loops.TransformHelper","0.00%","0","0"
"sun.java2d.loops.TransformHelper$TraceTransformHelper","0.00%","0","0"
"java.awt.Graphics","0.00%","0","0"
"java.awt.Graphics2D","0.00%","0","0"
"java.awt.geom.Area","0.00%","0","0"
"sun.security.pkcs.SignerInfo","0.00%","0","0"
"sun.java2d.loops.XORComposite","0.00%","0","0"
"java.awt.image.renderable.RenderContext","0.00%","0","0"
"sun.security.x509.GeneralName","0.00%","0","0"
"java.io.File[]","0.00%","0","0"
"java.io.ExpiringCache","0.00%","0","0"
"java.io.UnixFileSystem","0.00%","0","0"
"sun.java2d.SunCompositeContext","0.00%","0","0"
"sun.misc.PerformanceLogger","0.00%","0","0"
"java.util.ResourceBundle$Control","0.00%","0","0"
"sun.misc.PerformanceLogger$1","0.00%","0","0"
"sun.java2d.loops.CustomComponent","0.00%","0","0"
"com.sun.jmx.mbeanserver.Util","0.00%","0","0"
"sun.java2d.loops.GeneralRenderer","0.00%","0","0"
"sun.java2d.loops.SolidPixelWriter","0.00%","0","0"
"sun.java2d.loops.XorPixelWriter$ByteData","0.00%","0","0"
"sun.java2d.loops.XorPixelWriter$ShortData","0.00%","0","0"
"sun.java2d.loops.XorPixelWriter$IntData","0.00%","0","0"
"sun.java2d.loops.XorPixelWriter$FloatData","0.00%","0","0"
"sun.java2d.loops.XorPixelWriter$DoubleData","0.00%","0","0"
"com.bixly.pastevid.util.PropertiesUtil","0.00%","0","0"
"sun.security.x509.AlgIdDSA","0.00%","0","0"
"com.bixly.pastevid.download.DownloadThread","0.00%","0","0"
"sun.security.provider.DSAPublicKey","0.00%","0","0"
"sun.util.calendar.ZoneInfoFile","0.00%","0","0"
"java.awt.MenuComponent","0.00%","0","0"
"sun.util.TimeZoneNameUtility","0.00%","0","0"
"java.awt.MenuShortcut","0.00%","0","0"
"java.awt.MenuItem$AccessibleAWTMenuItem","0.00%","0","0"
"com.bixly.pastevid.util.LibraryUtil","0.00%","0","0"
"java.awt.Menu","0.00%","0","0"
"java.awt.Menu$AccessibleAWTMenu","0.00%","0","0"
"sun.nio.ch.IOStatus","0.00%","0","0"
"java.nio.HeapByteBufferR","0.00%","0","0"
"java.awt.PopupMenu$AccessibleAWTPopupMenu","0.00%","0","0"
"java.net.HttpURLConnection","0.00%","0","0"
"java.net.ProtocolException","0.00%","0","0"
"sun.net.www.protocol.http.HttpURLConnection$1","0.00%","0","0"
"sun.nio.cs.US_ASCII$Decoder","0.00%","0","0"
"sun.security.pkcs11.SunPKCS11$TokenPoller","0.00%","0","0"
"sun.security.pkcs11.wrapper.CK_ATTRIBUTE","0.00%","0","0"
"sun.net.www.protocol.http.HttpURLConnection$4","0.00%","0","0"
"sun.security.pkcs11.ConfigurationException","0.00%","0","0"
"sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream","0.00%","0","0"
"sun.net.www.http.ChunkedOutputStream","0.00%","0","0"
"sun.net.www.http.PosterOutputStream","0.00%","0","0"
"java.net.HttpRetryException","0.00%","0","0"
"sun.net.www.protocol.http.AuthenticationHeader","0.00%","0","0"
"sun.net.www.protocol.http.DigestAuthentication","0.00%","0","0"
"sun.net.www.protocol.http.EmptyInputStream","0.00%","0","0"
"sun.security.pkcs11.Config","0.00%","0","0"
"sun.net.www.protocol.http.HttpURLConnection$6","0.00%","0","0"
"sun.net.www.protocol.http.HttpURLConnection$7","0.00%","0","0"
"sun.net.www.protocol.http.BasicAuthentication","0.00%","0","0"
"sun.net.www.protocol.http.DigestAuthentication$Parameters","0.00%","0","0"
"sun.net.www.protocol.http.NTLMAuthentication","0.00%","0","0"
"sun.net.www.protocol.http.NegotiateAuthentication","0.00%","0","0"
"java.security.Permission","0.00%","0","0"
"sun.net.www.protocol.http.AuthCacheValue","0.00%","0","0"
"java.util.ServiceConfigurationError","0.00%","0","0"
"sun.net.www.protocol.http.AuthenticationInfo","0.00%","0","0"
"java.net.PasswordAuthentication","0.00%","0","0"
"java.text.MessageFormat$Field","0.00%","0","0"
"sun.net.www.protocol.http.NTLMAuthentication$2","0.00%","0","0"
"sun.net.www.protocol.http.B64Encoder","0.00%","0","0"
"javax.crypto.spec.DESKeySpec","0.00%","0","0"
"java.lang.Shutdown$Lock","0.00%","0","0"
"sun.net.www.protocol.http.NTLMAuthenticationCallback","0.00%","0","0"
"java.lang.Runnable[]","0.00%","0","0"
"java.lang.Shutdown","0.00%","0","0"
"sun.security.x509.NetscapeCertTypeExtension$MapEntry[]","0.00%","0","0"
"sun.security.x509.KeyUsageExtension","0.00%","0","0"
"sun.security.x509.NetscapeCertTypeExtension","0.00%","0","0"
"apple.awt.PeerImpl","0.00%","0","0"
"java.net.CookieHandler","0.00%","0","0"
"sun.security.provider.NativePRNG$RandomIO$1","0.00%","0","0"
"java.awt.image.ColorConvertOp","0.00%","0","0"
"apple.awt.CTrayIconPeer$1","0.00%","0","0"
"apple.awt.CTrayIconPeer$2","0.00%","0","0"
"sun.security.provider.NativePRNG$RandomIO","0.00%","0","0"
"apple.awt.CTrayIconPeer$3","0.00%","0","0"
"apple.awt.CTrayIconPeer$4","0.00%","0","0"
"java.io.FileSystem","0.00%","0","0"
"apple.awt.Utilities$ScaleIcon","0.00%","0","0"
"sun.security.x509.SerialNumber","0.00%","0","0"
"apple.awt.CTrayIconPeer$5","0.00%","0","0"
"java.net.ResponseCache","0.00%","0","0"
"java.net.ProxySelector","0.00%","0","0"
"sun.security.x509.GeneralNames","0.00%","0","0"
"sun.security.x509.KeyIdentifier","0.00%","0","0"
"sun.security.x509.AuthorityKeyIdentifierExtension","0.00%","0","0"
"java.lang.ref.FinalReference","0.00%","0","0"
"sun.net.NetProperties","0.00%","0","0"
"java.net.Parts","0.00%","0","0"
"apple.awt.CComponent","0.00%","0","0"
"apple.awt.ComponentModel","0.00%","0","0"
"java.net.MalformedURLException","0.00%","0","0"
"java.util.EventObject","0.00%","0","0"
"sun.security.util.DerInputBuffer","0.00%","0","0"
"apple.awt.CPrinterSurfaceData","0.00%","0","0"
"apple.awt.ComponentModel$TemporarySurfaceData","0.00%","0","0"
"apple.awt.ComponentModel$3","0.00%","0","0"
"apple.awt.ContainerModel","0.00%","0","0"
"sun.security.util.DerIndefLenConverter","0.00%","0","0"
"sun.security.pkcs11.wrapper.CK_SLOT_INFO","0.00%","0","0"
"java.lang.StrictMath","0.00%","0","0"
"sun.security.pkcs11.Secmod$DbMode[]","0.00%","0","0"
"sun.security.pkcs11.Secmod$DbMode","0.00%","0","0"
"apple.awt.CWindow$19","0.00%","0","0"
"apple.awt.CWindow$20","0.00%","0","0"
"apple.awt.CWindow$21","0.00%","0","0"
"java.lang.String$CaseInsensitiveComparator","0.00%","0","0"
"java.lang.InstantiationException","0.00%","0","0"
"java.security.spec.PKCS8EncodedKeySpec","0.00%","0","0"
"sun.security.pkcs.PKCS8Key","0.00%","0","0"
"sun.security.provider.SHA","0.00%","0","0"
"sun.reflect.GeneratedConstructorAccessor1","0.00%","0","0"
"sun.util.resources.OpenListResourceBundle","0.00%","0","0"
"sun.misc.Resource","0.00%","0","0"
"java.lang.Process","0.00%","0","0"
"java.lang.Throwable","0.00%","0","0"
"java.security.cert.CertificateFactory","0.00%","0","0"
"java.util.jar.JarInputStream","0.00%","0","0"
"java.lang.Package$1","0.00%","0","0"
"java.lang.Package[]","0.00%","0","0"
"sun.security.x509.BasicConstraintsExtension","0.00%","0","0"
"java.nio.charset.spi.CharsetProvider","0.00%","0","0"
"sun.security.util.MemoryCache","0.00%","0","0"
"sun.security.util.Cache","0.00%","0","0"
"apple.awt.CFrame$1","0.00%","0","0"
"apple.awt.ClientPropertyApplicator","0.00%","0","0"
"java.security.AlgorithmParametersSpi","0.00%","0","0"
"java.nio.channels.FileChannel","0.00%","0","0"
"apple.awt.ClientPropertyApplicator$Property","0.00%","0","0"
"sun.net.NetworkClient","0.00%","0","0"
"sun.net.NetworkClient$2","0.00%","0","0"
"sun.net.www.MessageHeader$HeaderIterator","0.00%","0","0"
"sun.nio.cs.StandardCharsets","0.00%","0","0"
"sun.net.www.http.HttpClient$3","0.00%","0","0"
"sun.net.www.http.HttpClient$4","0.00%","0","0"
"java.nio.charset.Charset$4","0.00%","0","0"
"sun.net.www.http.ChunkedInputStream","0.00%","0","0"
"java.nio.charset.UnsupportedCharsetException","0.00%","0","0"
"java.nio.charset.Charset$3","0.00%","0","0"
"java.nio.charset.Charset$2","0.00%","0","0"
"java.nio.charset.Charset$1","0.00%","0","0"
"sun.net.www.http.KeepAliveCache$1","0.00%","0","0"
"java.nio.charset.IllegalCharsetNameException","0.00%","0","0"
"sun.net.www.http.ClientVector","0.00%","0","0"
"sun.net.util.IPAddressUtil","0.00%","0","0"
"sun.net.InetAddressCachePolicy","0.00%","0","0"
"java.nio.charset.Charset","0.00%","0","0"
"sun.util.calendar.BaseCalendar","0.00%","0","0"
"apple.awt.EventFactoryProxy","0.00%","0","0"
"apple.awt.EventFactoryProxy$1","0.00%","0","0"
"java.security.spec.InvalidKeySpecException","0.00%","0","0"
"java.security.KeyFactory","0.00%","0","0"
"java.awt.EventDispatchThread$StopDispatchEvent","0.00%","0","0"
"javax.management.OperationsException","0.00%","0","0"
"java.awt.EventDispatchThread$2","0.00%","0","0"
"java.awt.EventDispatchThread$3","0.00%","0","0"
"com.sun.jmx.mbeanserver.ObjectInputStreamWithLoader","0.00%","0","0"
"sun.awt.EventQueueDelegate","0.00%","0","0"
"javax.management.RuntimeErrorException","0.00%","0","0"
"javax.management.RuntimeMBeanException","0.00%","0","0"
"java.util.TreeMap$PrivateEntryIterator","0.00%","0","0"
"java.lang.Compiler$1","0.00%","0","0"
"java.awt.LightweightDispatcher$3","0.00%","0","0"
"sun.awt.dnd.SunDropTargetEvent","0.00%","0","0"
"sun.awt.dnd.SunDragSourceContextPeer","0.00%","0","0"
"java.awt.dnd.InvalidDnDOperationException","0.00%","0","0"
"sun.awt.dnd.SunDragSourceContextPeer$1","0.00%","0","0"
"java.awt.dnd.DragSourceDragEvent","0.00%","0","0"
"sun.awt.dnd.SunDragSourceContextPeer$EventDispatcher","0.00%","0","0"
"java.awt.dnd.DragSourceEvent","0.00%","0","0"
"java.awt.dnd.DragSourceDropEvent","0.00%","0","0"
"java.lang.Compiler","0.00%","0","0"
"javax.management.openmbean.ArrayType","0.00%","0","0"
"sun.security.x509.OIDMap$OIDInfo","0.00%","0","0"
"sun.awt.image.ImageFormatException","0.00%","0","0"
"sun.security.x509.OIDMap","0.00%","0","0"
"java.awt.image.DataBufferShort","0.00%","0","0"
"java.awt.image.DataBufferFloat","0.00%","0","0"
"java.awt.image.DataBufferDouble","0.00%","0","0"
"sun.awt.image.ByteComponentRaster","0.00%","0","0"
"java.awt.im.InputContext","0.00%","0","0"
"com.apple.java.Usage$2","0.00%","0","0"
"sun.awt.im.InputContext","0.00%","0","0"
"java.lang.Character$Subset[]","0.00%","0","0"
"sun.awt.im.InputContext$1","0.00%","0","0"
"sun.awt.im.InputContext$2","0.00%","0","0"
"java.awt.event.InputMethodEvent","0.00%","0","0"
"sun.awt.im.CompositionAreaHandler","0.00%","0","0"
"sun.awt.im.InputMethodJFrame","0.00%","0","0"
"sun.awt.im.InputMethodManager","0.00%","0","0"
"sun.security.util.BitArray","0.00%","0","0"
"sun.nio.ch.NativeDispatcher","0.00%","0","0"
"sun.awt.im.ExecutableInputMethodManager$1","0.00%","0","0"
"sun.awt.im.ExecutableInputMethodManager$1AWTInvocationLock","0.00%","0","0"
"sun.awt.im.ExecutableInputMethodManager$2","0.00%","0","0"
"sun.misc.NativeSignalHandler","0.00%","0","0"
"sun.awt.im.ExecutableInputMethodManager$4","0.00%","0","0"
"java.util.SimpleTimeZone","0.00%","0","0"
"sun.awt.im.InputMethodAdapter","0.00%","0","0"
"apple.awt.CInputMethod$1","0.00%","0","0"
"apple.awt.CInputMethod$2","0.00%","0","0"
"apple.awt.CInputMethod$3","0.00%","0","0"
"apple.awt.CInputMethod$4","0.00%","0","0"
"apple.awt.CInputMethod$5","0.00%","0","0"
"apple.awt.CInputMethod$6","0.00%","0","0"
"java.awt.font.TextHitInfo[]","0.00%","0","0"
"apple.awt.CInputMethod$7","0.00%","0","0"
"java.net.InetAddress$Cache","0.00%","0","0"
"java.nio.InvalidMarkException","0.00%","0","0"
"sun.misc.REException","0.00%","0","0"
"java.awt.Dialog","0.00%","0","0"
"java.nio.Buffer","0.00%","0","0"
"java.awt.Dialog$2","0.00%","0","0"
"java.lang.ref.ReferenceQueue$Null","0.00%","0","0"
"java.util.zip.ZipFile","0.00%","0","0"
"java.awt.Dialog$AccessibleAWTDialog","0.00%","0","0"
"sun.misc.JarIndex","0.00%","0","0"
"sun.misc.Launcher$Factory","0.00%","0","0"
"apple.awt.Utilities$WindowFade","0.00%","0","0"
"java.awt.SequencedEvent","0.00%","0","0"
"java.awt.SequencedEvent$1","0.00%","0","0"
"java.lang.Void","0.00%","0","0"
"sun.awt.SunGraphicsCallback","0.00%","0","0"
"java.awt.GraphicsCallback","0.00%","0","0"
"sun.nio.ch.Util$1","0.00%","0","0"
"javax.management.MBeanPermission","0.00%","0","0"
"javax.management.AttributeList","0.00%","0","0"
"sun.net.www.HeaderParser$ParserIterator","0.00%","0","0"
"sun.net.www.http.KeepAliveCleanerEntry","0.00%","0","0"
"sun.net.www.http.KeepAliveStream$1","0.00%","0","0"
"javax.management.Attribute","0.00%","0","0"
"com.sun.jmx.interceptor.DefaultMBeanServerInterceptor","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanServerDelegateImpl","0.00%","0","0"
"java.util.AbstractQueue","0.00%","0","0"
"java.util.concurrent.LinkedBlockingQueue","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanInstantiator","0.00%","0","0"
"java.util.concurrent.LinkedBlockingQueue$Itr","0.00%","0","0"
"com.sun.jmx.mbeanserver.JmxMBeanServer","0.00%","0","0"
"java.nio.Bits","0.00%","0","0"
"java.text.AttributedCharacterIterator$Attribute","0.00%","0","0"
"java.io.ObjectInputStream$PeekInputStream","0.00%","0","0"
"java.io.ObjectInputStream$BlockDataInputStream","0.00%","0","0"
"sun.nio.cs.FastCharsetProvider$1","0.00%","0","0"
"sun.nio.cs.US_ASCII","0.00%","0","0"
"sun.nio.cs.FastCharsetProvider","0.00%","0","0"
"sun.nio.ch.FileDispatcher","0.00%","0","0"
"java.lang.IncompatibleClassChangeError","0.00%","0","0"
"com.bixly.pastevid.screencap.RecorderPanel$ProcessPrevVideoThread","0.00%","0","0"
